SUB_ID,ORD,CASE_ID,SOUNDTYPE,SOUNDNUM,SAMEDIFF,MUS_REF,MUS_COM,REF,A,B,C,D,ANS,CORRECT,TIME,COMPLETED,REP
S02,1,8,MUSIC,0,diff,BEE1,BEE2,CP,BP,MH,AC,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,2,19,INSTR,11,same,viulut,viulut,MH,CP,MH,AC,BP,NA,0,13-Jan-2020 15:27:52,0,1
S02,3,6,MUSIC,0,diff,BEE1,BEE2,BP,AC,MH,CP,BP,NA,0,13-Jan-2020 15:27:52,0,1
S02,4,17,INSTR,1,same,viulut,viulut,AC,CP,BP,AC,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,5,15,MUSIC,0,same,BEE2,BEE2,MH,CP,AC,BP,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,6,8,MUSIC,0,diff,BEE1,BEE2,CP,AC,BP,MH,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,7,21,INSTR,13,diff,viulut,viulut2,AC,BP,CP,MH,AC,NA,0,13-Jan-2020 15:27:52,0,1
S02,8,16,MUSIC,0,same,BEE2,BEE2,CP,AC,MH,BP,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,9,23,INSTR,7,diff,viulut,viulut2,MH,MH,BP,AC,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,10,19,INSTR,3,same,viulut,viulut,MH,CP,MH,AC,BP,NA,0,13-Jan-2020 15:27:52,0,1
S02,11,20,INSTR,12,same,viulut,viulut,CP,CP,BP,AC,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,12,12,MUSIC,0,diff,BEE2,BEE1,CP,AC,CP,BP,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,13,13,MUSIC,0,same,BEE2,BEE2,AC,BP,AC,CP,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,14,9,MUSIC,0,diff,BEE2,BEE1,AC,MH,BP,AC,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,15,14,MUSIC,0,same,BEE2,BEE2,BP,AC,BP,CP,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,16,7,MUSIC,0,diff,BEE1,BEE2,MH,MH,AC,BP,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,17,3,MUSIC,0,same,BEE1,BEE1,MH,CP,BP,AC,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,18,18,INSTR,10,same,viulut,viulut,BP,MH,BP,AC,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,19,22,INSTR,6,diff,viulut,viulut2,BP,CP,BP,AC,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,20,11,MUSIC,0,diff,BEE2,BEE1,MH,CP,BP,AC,MH,NA,0,13-Jan-2020 15:27:52,0,1
